,floor,url,price,title,community,location,community_c,community_loc,duration
466,中层/7层,http://sh.lianjia.com/zufang/shz3435245.html,4000,好楼层，紧邻地铁，新上房源，小户型,南丹小区,徐家汇,南丹小区,"121.430320,31.191289",2091.0
1693,中层/6层,http://sh.lianjia.com/zufang/shz3450633.html,3500,1室0厅，交通方便，好房好心情，黄金楼层,东园一村,陆家嘴,东园一村,"121.512183,31.231680",2097.0
310,低层/6层,http://sh.lianjia.com/zufang/shz3452642.html,2700,田林七村，新出房源，1室1厅1卫，观望后悔莫及,田林七村,田林,田林七村,"121.515404,31.194472",2110.0
101,高层/6层,http://sh.lianjia.com/zufang/shz3404491.html,3500,田林七村，上门实勘，有钥匙立即看，温馨之家,田林七村,田林,田林七村,"121.515404,31.194472",2110.0
353,高层/6层,http://sh.lianjia.com/zufang/shz3395538.html,3800,上门实拍，采光好，紧邻地铁，有爱有家,田林七村,田林,田林七村,"121.515404,31.194472",2110.0
1880,低层/6层,http://sh.lianjia.com/zufang/shz3393827.html,3500,联丰苑，温馨之家，低楼层，出行方便,联丰苑,三林,联丰苑,"121.506884,31.153135",2113.0
1460,低层/16层,http://sh.lianjia.com/zufang/shz3409727.html,3300,上门实拍，交通便利，稀罕南北通，吉宅出租,海院新村,源深,海院新村,"121.540166,31.242188",2114.0
28,低层/6层,http://sh.lianjia.com/zufang/shz3392942.html,3300,龙南三村，降价出租，随时看房，温馨一室,龙南三村,龙华,龙南三村,"121.460861,31.155767",2119.0
111,中层/7层,http://sh.lianjia.com/zufang/shz3351453.html,3800,龙南三村，享受好房，小户型，景观房,龙南三村,龙华,龙南三村,"121.460861,31.155767",2119.0
393,高层/4层,http://sh.lianjia.com/zufang/shz3375110.html,2000,漕东路38号，如您所见，1室0厅，热门房源,漕东路38号,万体馆,漕东路38号,"121.439287,31.173677",2129.0
1783,低层/6层,http://sh.lianjia.com/zufang/shz3387860.html,4000,上钢十村，好房好心情，小户型，低楼层,上钢十村,世博,上钢十村,"121.485103,31.170681",2133.0
1655,低层/6层,http://sh.lianjia.com/zufang/shz3387860.html,4000,上钢十村，好房好心情，小户型，低楼层,上钢十村,世博,上钢十村,"121.485103,31.170681",2133.0
1732,低层/6层,http://sh.lianjia.com/zufang/shz3439276.html,3500,生活很便利，温馨一室，上下楼方便，吉宅出租,上钢十村,世博,上钢十村,"121.485103,31.170681",2133.0
1800,高层/6层,http://sh.lianjia.com/zufang/shz3457409.html,3500,上钢十村，生活很便利，采光好，温馨之家,上钢十村,世博,上钢十村,"121.485103,31.170681",2133.0
960,中层/6层,http://sh.lianjia.com/zufang/shz3397215.html,3500,济阳一村，毗邻地铁，1室1厅，空气清新,济阳一村,世博,济阳一村,"121.483037,31.165019",2134.0
497,中层/6层,http://sh.lianjia.com/zufang/shz3439072.html,3900,济阳一村，毗邻地铁，上门实勘，一室小户型,济阳一村,世博,济阳一村,"121.483037,31.165019",2134.0
739,中层/6层,http://sh.lianjia.com/zufang/shz3422986.html,3500,济阳一村，刚刚降价，上门实勘，抢鲜笋盘,济阳一村,世博,济阳一村,"121.483037,31.165019",2134.0
1160,中层/6层,http://sh.lianjia.com/zufang/shz3416598.html,3500,地铁沿线，业主降价出租，好房好心情，景观房,济阳一村,世博,济阳一村,"121.483037,31.165019",2134.0
245,中层/6层,http://sh.lianjia.com/zufang/shz3450791.html,3600,济阳一村，高清实拍，近地铁，空气清新,济阳一村,世博,济阳一村,"121.483037,31.165019",2134.0
1974,高层/6层,http://sh.lianjia.com/zufang/shz3415640.html,3600,济阳一村，毗邻地铁，高区景观房，温馨之家,济阳一村,世博,济阳一村,"121.483037,31.165019",2134.0
645,中层/6层,http://sh.lianjia.com/zufang/shz3445942.html,4000,出行方便，高清实拍，抢鲜笋盘，温馨之家,济阳一村,世博,济阳一村,"121.483037,31.165019",2134.0
535,高层/6层,http://sh.lianjia.com/zufang/shz3444877.html,3800,济阳一村，出行方便，放心好房，采光无敌好,济阳一村,世博,济阳一村,"121.483037,31.165019",2134.0
1370,低层/6层,http://sh.lianjia.com/zufang/shz3411120.html,3900,巨野小区，上门实拍，温馨之家，上下楼方便,巨野小区,洋泾,巨野小区,"121.542675,31.243467",2135.0
1936,低层/6层,http://sh.lianjia.com/zufang/shz3287607.html,4000,巨野小区，低区出入方便，放心好房，地铁直达,巨野小区,洋泾,巨野小区,"121.542675,31.243467",2135.0
1956,低层/6层,http://sh.lianjia.com/zufang/shz3287607.html,4000,巨野小区，低区出入方便，放心好房，地铁直达,巨野小区,洋泾,巨野小区,"121.542675,31.243467",2135.0
404,高层/6层,http://sh.lianjia.com/zufang/shz3416158.html,4000,巨野小区，地铁沿线，小户型，上门实勘,巨野小区,洋泾,巨野小区,"121.542675,31.243467",2135.0
1419,低层/18层,http://sh.lianjia.com/zufang/shz3343919.html,3900,凌云公寓，上下楼方便，地铁房，链家房源,凌云公寓（浦东）,三林,凌云公寓,"121.498924,31.147811",2145.0
7,高层/6层,http://sh.lianjia.com/zufang/shz2223481.html,3800,潍坊五村，降价房源，1室1厅，高清实拍,潍坊五村,潍坊,潍坊五村,"121.523469,31.220194",2147.0
283,高层/6层,http://sh.lianjia.com/zufang/shz3445456.html,3700,潍坊五村，新出好房，钥匙房，上门实拍,潍坊五村,潍坊,潍坊五村,"121.523469,31.220194",2147.0
1662,低层/6层,http://sh.lianjia.com/zufang/shz3400728.html,2700,恒大青年公寓，新鲜好房，小户型，地铁直达,恒大青年公寓,三林,恒大青年公寓,"121.514913,31.161239",2148.0
179,高层/6层,http://sh.lianjia.com/zufang/shz2255003.html,3700,临沂六村，视野很好，随到随看，小户型,临沂六村,南码头,临沂六村,"121.512619,31.192696",2150.0
647,高层/6层,http://sh.lianjia.com/zufang/shz3446676.html,3800,临沂六村，上门实勘，采光好，如您所见,临沂六村,南码头,临沂六村,"121.512619,31.192696",2150.0
449,高层/6层,http://sh.lianjia.com/zufang/shz3422562.html,4000,临沂六村，上门实勘，高区景观房，吉宅出租,临沂六村,南码头,临沂六村,"121.512619,31.192696",2150.0
324,高层/6层,http://sh.lianjia.com/zufang/shz3337079.html,3300,临沂六村，如您所见，高区景观房，交通便利,临沂六村,南码头,临沂六村,"121.512619,31.192696",2150.0
827,低层/29层,http://sh.lianjia.com/zufang/shz3443913.html,2000,华利公寓，链家好房，低楼层，新出房源,华利公寓,田林,华利公寓,"121.415200,31.179761",2152.0
1161,中层/6层,http://sh.lianjia.com/zufang/shz3421211.html,3200,一室小户型，景观房，链家房源，上门实拍,上南路3520弄,三林,上南路3520弄,"121.500344,31.154012",2153.0
1885,中层/6层,http://sh.lianjia.com/zufang/shz3399679.html,4000,光线充足，近地铁，链家房源，1室1厅1卫,东南新村（浦东）,陆家嘴,东南新村,"121.516407,31.225243",2157.0
1367,中层/6层,http://sh.lianjia.com/zufang/shz3407867.html,4000,东南新村，一链倾城，地铁直达，1室1厅1卫,东南新村（浦东）,陆家嘴,东南新村,"121.516407,31.225243",2157.0
1249,低层/6层,http://sh.lianjia.com/zufang/shz3437657.html,3500,交通便利，新出好房，1室1厅，链家好房,东南新村（浦东）,陆家嘴,东南新村,"121.516407,31.225243",2157.0
786,高层/6层,http://sh.lianjia.com/zufang/shz3455315.html,3700,和平小区，闹中取静，链家房源，新上房源,和平小区（徐汇）,华东理工,和平小区,"121.431825,31.208933",2161.0
1142,中层/6层,http://sh.lianjia.com/zufang/shz3369110.html,3800,和平小区，小户型，吉宅出租，光线充足,和平小区（徐汇）,华东理工,和平小区,"121.431825,31.208933",2161.0
1066,高层/6层,http://sh.lianjia.com/zufang/shz3448674.html,3500,和平小区，真实在租，高区采光好，小户型,和平小区（徐汇）,华东理工,和平小区,"121.431825,31.208933",2161.0
1108,低层/6层,http://sh.lianjia.com/zufang/shz3458672.html,3500,和平小区，温馨之家，新鲜好房，低楼层,和平小区（徐汇）,华东理工,和平小区,"121.431825,31.208933",2161.0
549,中层/6层,http://sh.lianjia.com/zufang/shz3398800.html,3200,光线充足，1室1厅1卫，钥匙房，上门实拍,和平小区（徐汇）,华东理工,和平小区,"121.431825,31.208933",2161.0
986,高层/6层,http://sh.lianjia.com/zufang/shz3352391.html,3600,和平小区，上门实拍，放心好房，空气清新,和平小区（徐汇）,华东理工,和平小区,"121.431825,31.208933",2161.0
1468,低层/6层,http://sh.lianjia.com/zufang/shz3427111.html,2500,恒宇小区，业主降价出租，上下楼方便，出行方便,恒宇小区,三林,恒宇小区,"121.507684,31.153525",2165.0
1824,高层/6层,http://sh.lianjia.com/zufang/shz3458703.html,3500,恒宇小区，光线非常好，真实在租，小户型,恒宇小区,三林,恒宇小区,"121.507684,31.153525",2165.0
1191,中层/6层,http://sh.lianjia.com/zufang/shz3389805.html,3700,南码头路240弄，一室小户型，景观房，放心好房,南码头路240弄,南码头,南码头路240弄,"121.508072,31.197247",2171.0
110,高层/6层,http://sh.lianjia.com/zufang/shz3385308.html,4000,真实在租，高区采光好，上门实拍，钥匙房,谨斜小区,徐家汇,谨斜小区,"121.448524,31.193358",2171.0
634,中层/5层,http://sh.lianjia.com/zufang/shz3441927.html,3800,出行方便，一链倾城，黄金楼层，上门实勘,谨斜小区,徐家汇,谨斜小区,"121.448524,31.193358",2171.0
695,中层/6层,http://sh.lianjia.com/zufang/shz3456725.html,2700,梅园新村，高清实拍，光线充足，真实在租,梅园新村（浦东）,源深,梅园新村,"121.521874,31.239280",2176.0
1762,高层/6层,http://sh.lianjia.com/zufang/shz3433389.html,3800,齐二小区，新鲜上架，吉宅出租，高区阳光房,齐二小区,世博,齐二小区,"121.513181,31.183858",2177.0
1378,高层/6层,http://sh.lianjia.com/zufang/shz3415518.html,3800,高区采光好，放心好房，地铁房，上门实拍,齐二小区,世博,齐二小区,"121.513181,31.183858",2177.0
1221,高层/6层,http://sh.lianjia.com/zufang/shz3409605.html,3600,交通便利，闹中取静，抢鲜笋盘，链家好房,齐二小区,世博,齐二小区,"121.513181,31.183858",2177.0
287,低层/6层,http://sh.lianjia.com/zufang/shz3451123.html,4000,上门实拍，交通方便，链家房源，新鲜上架,齐二小区,世博,齐二小区,"121.513181,31.183858",2177.0
1296,低层/6层,http://sh.lianjia.com/zufang/shz3447973.html,4000,如您所见，新鲜上架，地铁直达，上门实拍,东建新村,潍坊,东建新村,"121.520252,31.216948",2180.0
1150,高层/5层,http://sh.lianjia.com/zufang/shz2656553.html,4000,东建新村，紧邻地铁，放心好房，采光无遮挡,东建新村,潍坊,东建新村,"121.520252,31.216948",2180.0
1876,高层/5层,http://sh.lianjia.com/zufang/shz3392055.html,4000,东建新村，地铁房，一室小户型，视野开阔,东建新村,潍坊,东建新村,"121.520252,31.216948",2180.0
193,低层/14层,http://sh.lianjia.com/zufang/shz3432503.html,2730,链家好房，高清实拍，刚刚降价，毗邻地铁,爱建园,田林,爱建园,"121.432390,31.176246",2183.0
216,高层/6层,http://sh.lianjia.com/zufang/shz3418302.html,3600,高区景观好，新鲜挂牌，小户型，上门实勘,巨东小区,洋泾,巨东小区,"121.550435,31.236173",2184.0
164,低层/6层,http://sh.lianjia.com/zufang/shz3402533.html,4000,吉宅出租，低楼层，近地铁，随时可看,梅园七街坊,源深,梅园七街坊,"121.527892,31.237784",2186.0
1245,中层/5层,http://sh.lianjia.com/zufang/shz3435617.html,3500,1室1厅1卫，景观房，上门实拍，新出好房,南码头路144弄,南码头,南码头路144弄,"121.507452,31.199323",2187.0
1270,中层/6层,http://sh.lianjia.com/zufang/shz3446079.html,3000,光辉小区，抢鲜笋盘，温馨之家，地铁沿线,光辉小区,源深,光辉小区,"121.529249,31.236907",2189.0
1324,低层/6层,http://sh.lianjia.com/zufang/shz3425116.html,4000,一链倾城，低楼层，小户型，随到随看,宁阳小区,塘桥,宁阳小区,"121.517816,31.212481",2189.0
1924,低层/6层,http://sh.lianjia.com/zufang/shz3421105.html,3800,宁阳小区，低区出入方便，享受好房，交通便利,宁阳小区,塘桥,宁阳小区,"121.517816,31.212481",2189.0
943,中层/5层,http://sh.lianjia.com/zufang/shz3413196.html,3900,地铁沿线，黄金楼层，一室小户型，放心好房,番禺路875弄,徐家汇,番禺路875弄,"121.429126,31.196603",2194.0
792,高层/5层,http://sh.lianjia.com/zufang/shz3427818.html,3800,番禺路875弄，紧邻地铁，业主新委托，小户型,番禺路875弄,徐家汇,番禺路875弄,"121.429126,31.196603",2194.0
615,高层/6层,http://sh.lianjia.com/zufang/shz3404537.html,3400,晶波坊，上门实勘，链家好房，1室1厅1卫,晶波坊,金桥,晶波坊,"121.579891,31.285109",2197.0
249,高层/6层,http://sh.lianjia.com/zufang/shz3345330.html,3200,潍坊四村，1室1厅，视野很好，热门房源,潍坊四村,潍坊,潍坊四村,"121.524348,31.218319",2197.0
217,中层/6层,http://sh.lianjia.com/zufang/shz3424864.html,4000,潍坊四村，上门实勘，业主降价，毗邻地铁,潍坊四村,潍坊,潍坊四村,"121.524348,31.218319",2197.0
1130,低层/6层,http://sh.lianjia.com/zufang/shz3432028.html,4000,地铁直达，一室小户型，真实在租，上下楼方便,潍坊四村,潍坊,潍坊四村,"121.524348,31.218319",2197.0
929,高层/6层,http://sh.lianjia.com/zufang/shz3368292.html,3800,1室0厅，上门实拍，视野很好，如您所见,潍坊四村,潍坊,潍坊四村,"121.524348,31.218319",2197.0
609,高层/6层,http://sh.lianjia.com/zufang/shz3454822.html,2800,光线非常好，享受好房，高清实拍，稀罕南北通,晶波坊,金桥,晶波坊,"121.579891,31.285109",2197.0
1451,低层/6层,http://sh.lianjia.com/zufang/shz3425941.html,2500,放心好房，温馨一室，低楼层，上门实拍,潍坊四村,潍坊,潍坊四村,"121.524348,31.218319",2197.0
1137,高层/6层,http://sh.lianjia.com/zufang/shz3409460.html,3400,上门实勘，地铁沿线，链家好房，1室1厅1卫,晶波坊,金桥,晶波坊,"121.579891,31.285109",2197.0
382,中层/6层,http://sh.lianjia.com/zufang/shz3438653.html,4000,宛南六村，温馨一室，交通便利，景观房,宛南六村,龙华,宛南六村,"121.446692,31.179740",2202.0
837,低层/6层,http://sh.lianjia.com/zufang/shz3453017.html,3800,宛南六村，1室0厅1卫，抢鲜笋盘，交通方便,宛南六村,龙华,宛南六村,"121.446692,31.179740",2202.0
1882,高层/5层,http://sh.lianjia.com/zufang/shz3394449.html,2800,潍坊三村，吉宅出租，地铁房，温馨之家,潍坊三村,潍坊,潍坊三村,"121.519775,31.222700",2203.0
1196,中层/5层,http://sh.lianjia.com/zufang/shz3437349.html,3000,温馨一室，光线充足，如您所见，热门房源,潍坊三村,潍坊,潍坊三村,"121.519775,31.222700",2203.0
1289,中层/5层,http://sh.lianjia.com/zufang/shz3453123.html,3800,潍坊三村，新鲜好房，上门实拍，有爱有家,潍坊三村,潍坊,潍坊三村,"121.519775,31.222700",2203.0
1770,高层/18层,http://sh.lianjia.com/zufang/shz3435731.html,2600,有爱有家，温馨之家，紧邻地铁，新出好房,三杨新村一街坊,三林,三杨新村一街坊,"121.489234,31.154236",2205.0
1905,低层/16层,http://sh.lianjia.com/zufang/shz3407636.html,2300,三杨新村一街坊，交通便利，低楼层，温馨之家,三杨新村一街坊,三林,三杨新村一街坊,"121.489234,31.154236",2205.0
1870,低层/18层,http://sh.lianjia.com/zufang/shz3382362.html,2300,三杨新村一街坊，低楼层，一室小户型，地铁直达,三杨新村一街坊,三林,三杨新村一街坊,"121.489234,31.154236",2205.0
1682,高层/16层,http://sh.lianjia.com/zufang/shz3446625.html,3000,三杨新村一街坊，新鲜挂牌，1室0厅1卫，享受好房,三杨新村一街坊,三林,三杨新村一街坊,"121.489234,31.154236",2205.0
